UniqueID,ParcelID,LandUse,PropertyAddress,SaleDate,SalePrice,LegalReference,SoldAsVacant,Acreage,TaxDistrict,LandValue,BuildingValue,TotalValue,YearBuilt,Bedrooms,FullBath,HalfBath,property_street,property_city,owner_street,owner_city,owner_state
16942,"026 02 0 023.00","SINGLE FAMILY","201  ASHTEAD CT, GOODLETTSVILLE",2013-04-09,164900.00,20140703-0058681,No,0.22,"CITY OF GOODLETTSVILLE",26000.00,110800.00,136800.00,1990,3,3,0,"201  ASHTEAD CT"," GOODLETTSVILLE","201  ASHTEAD CT"," GOODLETTSVILLE"," TN"
8004,"026 03 0 006.00","SINGLE FAMILY","331  WITHAM CT, GOODLETTSVILLE",2013-04-09,189000.00,20130923-0099641,No,0.21,"CITY OF GOODLETTSVILLE",26000.00,159500.00,185500.00,1991,3,3,0,"331  WITHAM CT"," GOODLETTSVILLE","331  WITHAM CT"," GOODLETTSVILLE"," TN"
673,"026 03 0 007.00","SINGLE FAMILY","329  WITHAM CT, GOODLETTSVILLE",2013-04-09,145000.00,20130228-0019937,No,0.17,"CITY OF GOODLETTSVILLE",26000.00,115900.00,141900.00,1992,3,2,0,"329  WITHAM CT"," GOODLETTSVILLE","329  WITHAM CT"," GOODLETTSVILLE"," TN"
12410,"026 03 0 008.00","SINGLE FAMILY","327  WITHAM CT, GOODLETTSVILLE",2013-04-09,154000.00,20140306-0018734,No,0.16,"CITY OF GOODLETTSVILLE",26000.00,114800.00,140800.00,1990,3,2,0,"327  WITHAM CT"," GOODLETTSVILLE","327  WITHAM CT"," GOODLETTSVILLE"," TN"
18387,"026 03 0 009.00","SINGLE FAMILY","325  WITHAM CT, GOODLETTSVILLE",2013-04-09,154000.00,20140731-0068358,No,0.2,"CITY OF GOODLETTSVILLE",26000.00,117500.00,143500.00,1991,3,3,0,"325  WITHAM CT"," GOODLETTSVILLE","325  WITHAM CT"," GOODLETTSVILLE"," TN"
12411,"026 03 0 016.00","SINGLE FAMILY","311  CHISWICK CT, GOODLETTSVILLE",2013-04-09,194900.00,20140225-0015908,No,0.25,"CITY OF GOODLETTSVILLE",26000.00,157000.00,183000.00,1991,3,3,0,"311  CHISWICK CT"," GOODLETTSVILLE","311  CHISWICK CT"," GOODLETTSVILLE"," TN"
39433,"026 05 0 013.00","SINGLE FAMILY","207 B  EAST AVE, GOODLETTSVILLE",2013-04-09,95000.00,20151029-0110063,No,0.17,"CITY OF GOODLETTSVILLE",21100.00,75300.00,96400.00,1977,3,1,0,"207 B  EAST AVE"," GOODLETTSVILLE","207 B EAST AVE"," GOODLETTSVILLE"," TN"
4521,"026 05 0 017.00","SINGLE FAMILY","208  EAST AVE, GOODLETTSVILLE",2013-04-09,129900.00,20130626-0065757,No,0.2,"CITY OF GOODLETTSVILLE",21100.00,130200.00,151300.00,2008,3,2,0,"208  EAST AVE"," GOODLETTSVILLE","208  EAST AVE"," GOODLETTSVILLE"," TN"
19810,"026 05 0 023.00","SINGLE FAMILY","302  ROSCOE ST, GOODLETTSVILLE",2013-04-09,167000.00,20140827-0077918,No,0.34,"CITY OF GOODLETTSVILLE",24000.00,109200.00,152900.00,1938,3,2,0,"302  ROSCOE ST"," GOODLETTSVILLE","302  ROSCOE ST"," GOODLETTSVILLE"," TN"
45291,"026 05 0 041.00","SINGLE FAMILY","113  ROSCOE ST, GOODLETTSVILLE",2013-04-09,166000.00,20160331-0030638,No,0.44,"CITY OF GOODLETTSVILLE",28800.00,102500.00,138800.00,1946,2,1,0,"113  ROSCOE ST"," GOODLETTSVILLE","113  ROSCOE ST"," GOODLETTSVILLE"," TN"
14431,"026 05 0 042.00","SINGLE FAMILY","115  ROSCOE ST, GOODLETTSVILLE",2013-04-09,105000.00,20140404-0028200,No,0.44,"CITY OF GOODLETTSVILLE",28800.00,126500.00,165000.00,1940,5,2,0,"115  ROSCOE ST"," GOODLETTSVILLE","115  ROSCOE ST"," GOODLETTSVILLE"," TN"
5810,"026 05 0 050.00","SINGLE FAMILY","118  HOLLYWOOD ST, GOODLETTSVILLE",2013-04-09,75000.00,20130724-0076564,No,0.33,"CITY OF GOODLETTSVILLE",24000.00,164200.00,188200.00,1941,3,2,0,"118  HOLLYWOOD ST"," GOODLETTSVILLE","118  HOLLYWOOD ST"," GOODLETTSVILLE"," TN"
22723,"026 05 0 053.00","SINGLE FAMILY","205  ROSCOE ST, GOODLETTSVILLE",2013-04-09,140000.00,20141121-0107203,No,0.33,"CITY OF GOODLETTSVILLE",24000.00,114900.00,142000.00,1941,2,1,0,"205  ROSCOE ST"," GOODLETTSVILLE","205  ROSCOE ST"," GOODLETTSVILLE"," TN"
34761,"026 05 0 060.00","SINGLE FAMILY","301  ROSCOE ST, GOODLETTSVILLE",2013-04-09,182000.00,20150730-0074951,No,0.44,"CITY OF GOODLETTSVILLE",28800.00,165400.00,194200.00,1930,2,1,1,"301  ROSCOE ST"," GOODLETTSVILLE","301  ROSCOE ST"," GOODLETTSVILLE"," TN"
38078,"026 05 0 070.00",DUPLEX,"309  TWO MILE PIKE, GOODLETTSVILLE",2013-04-09,195000.00,20151013-0104270,No,0.53,"CITY OF GOODLETTSVILLE",28800.00,107000.00,135800.00,1930,8,3,0,"309  TWO MILE PIKE"," GOODLETTSVILLE","309  TWO MILE PIKE"," GOODLETTSVILLE"," TN"
21301,"026 05 0 098.00","SINGLE FAMILY","201  HOLLYWOOD ST, GOODLETTSVILLE",2013-04-09,118900.00,20140930-0090023,No,0.25,"CITY OF GOODLETTSVILLE",24000.00,101600.00,125600.00,1948,3,3,0,"201  HOLLYWOOD ST"," GOODLETTSVILLE","201  HOLLYWOOD ST"," GOODLETTSVILLE"," TN"
40662,"026 05 0 100.00","VACANT RESIDENTIAL LAND","205  HOLLYWOOD ST, GOODLETTSVILLE",2013-04-09,29900.00,20151106-0113192,No,0.17,"CITY OF GOODLETTSVILLE",21100.00,151500.00,172600.00,2016,3,2,1,"205  HOLLYWOOD ST"," GOODLETTSVILLE","205  HOLLYWOOD ST"," GOODLETTSVILLE"," TN"
25020,"026 05 0 101.00","SINGLE FAMILY","207  HOLLYWOOD ST, GOODLETTSVILLE",2013-04-09,135000.00,20150106-0001076,No,0.24,"CITY OF GOODLETTSVILLE",24000.00,118900.00,142900.00,1997,3,2,0,"207  HOLLYWOOD ST"," GOODLETTSVILLE","207  HOLLYWOOD ST"," GOODLETTSVILLE"," TN"
31083,"026 05 0 117.00","SINGLE FAMILY","309  HOLLYWOOD ST, GOODLETTSVILLE",2013-04-09,128000.00,20150506-0041370,No,0.2,"CITY OF GOODLETTSVILLE",21100.00,79100.00,100200.00,1952,2,1,0,"309  HOLLYWOOD ST"," GOODLETTSVILLE","309  HOLLYWOOD ST"," GOODLETTSVILLE"," TN"
31102,"026 06 0 005.00","ZERO LOT LINE","110  HABERSHAM CT, GOODLETTSVILLE",2013-04-09,110000.00,20150602-0051124,No,0.14,"CITY OF GOODLETTSVILLE",15000.00,77700.00,92700.00,1985,2,1,1,"110  HABERSHAM CT"," GOODLETTSVILLE","110  HABERSHAM CT"," GOODLETTSVILLE"," TN"
50605,"026 06 0 006.00","ZERO LOT LINE","112 HABERSHAM  CT, GOODLETTSVILLE",2013-04-09,115000.00,20160720-0074872,No,0.23,"CITY OF GOODLETTSVILLE",15000.00,79200.00,94200.00,1985,3,2,0,"112 HABERSHAM  CT"," GOODLETTSVILLE","112  HABERSHAM CT"," GOODLETTSVILLE"," TN"
39458,"026 06 0 010.00","ZERO LOT LINE","120  HABERSHAM CT, GOODLETTSVILLE",2013-04-09,112300.00,20151023-0108063,No,0.11,"CITY OF GOODLETTSVILLE",15000.00,74700.00,89700.00,1985,3,1,1,"120  HABERSHAM CT"," GOODLETTSVILLE","120  HABERSHAM CT"," GOODLETTSVILLE"," TN"
50607,"026 06 0 021.00","ZERO LOT LINE","110 BUTLEIGH  CT, GOODLETTSVILLE",2013-04-09,85000.00,20160613-0059831,No,0.08,"CITY OF GOODLETTSVILLE",15000.00,78800.00,93800.00,1985,2,1,1,"110 BUTLEIGH  CT"," GOODLETTSVILLE","110  BUTLEIGH CT"," GOODLETTSVILLE"," TN"
16943,"026 06 0 028.00","SINGLE FAMILY","128  BROCKHAMPTON CT, GOODLETTSVILLE",2013-04-09,110000.00,20140630-0056939,No,0.14,"CITY OF GOODLETTSVILLE",26000.00,80700.00,106700.00,1985,3,2,0,"128  BROCKHAMPTON CT"," GOODLETTSVILLE","128  BROCKHAMPTON CT"," GOODLETTSVILLE"," TN"
8919,"026 06 0 031.00","SINGLE FAMILY","123  BROCKHAMPTON CT, GOODLETTSVILLE",2013-04-09,158000.00,20131017-0108715,No,0.17,"CITY OF GOODLETTSVILLE",26000.00,105800.00,131800.00,1984,3,2,0,"123  BROCKHAMPTON CT"," GOODLETTSVILLE","123  BROCKHAMPTON CT"," GOODLETTSVILLE"," TN"
2083,"026 06 0 034.00","SINGLE FAMILY","117  BROCKHAMPTON CT, GOODLETTSVILLE",2013-04-09,139900.00,20130429-0042127,No,0.15,"CITY OF GOODLETTSVILLE",26000.00,97900.00,123900.00,1985,3,2,1,"117  BROCKHAMPTON CT"," GOODLETTSVILLE","117  BROCKHAMPTON CT"," GOODLETTSVILLE"," TN"
16944,"026 06 0 040.00","SINGLE FAMILY","105  BROCKHAMPTON CT, GOODLETTSVILLE",2013-04-09,117000.00,20140611-0050592,No,0.14,"CITY OF GOODLETTSVILLE",26000.00,85100.00,111100.00,1985,3,2,0,"105  BROCKHAMPTON CT"," GOODLETTSVILLE","105  BROCKHAMPTON CT"," GOODLETTSVILLE"," TN"
23925,"026 06 0 042.00","SINGLE FAMILY","101  BROCKHAMPTON CT, GOODLETTSVILLE",2013-04-09,149900.00,20141118-0106312,No,0.17,"CITY OF GOODLETTSVILLE",26000.00,95900.00,121900.00,1985,3,2,1,"101  BROCKHAMPTON CT"," GOODLETTSVILLE","101  BROCKHAMPTON CT"," GOODLETTSVILLE"," TN"
16945,"026 06 0 043.00","SINGLE FAMILY","115  DORCHESTER CT, GOODLETTSVILLE",2013-04-09,149900.00,20140710-0060654,No,0.13,"CITY OF GOODLETTSVILLE",26000.00,93100.00,119100.00,1984,3,1,1,"115  DORCHESTER CT"," GOODLETTSVILLE","115  DORCHESTER CT"," GOODLETTSVILLE"," TN"
16946,"026 06 0 044.00","SINGLE FAMILY","112  DORCHESTER CT, GOODLETTSVILLE",2013-04-09,129900.00,20140711-0061022,No,0.11,"CITY OF GOODLETTSVILLE",26000.00,95300.00,121300.00,1984,3,2,0,"112  DORCHESTER CT"," GOODLETTSVILLE","112  DORCHESTER CT"," GOODLETTSVILLE"," TN"
26232,"026 06 0 045.00","SINGLE FAMILY","111  DORCHESTER CT, GOODLETTSVILLE",2013-04-09,135000.00,20150116-0005033,No,0.11,"CITY OF GOODLETTSVILLE",26000.00,95400.00,121400.00,1984,3,2,1,"111  DORCHESTER CT"," GOODLETTSVILLE","111  DORCHESTER CT"," GOODLETTSVILLE"," TN"
16947,"026 06 0 050.00","SINGLE FAMILY","101  DORCHESTER CT, GOODLETTSVILLE",2013-04-09,117000.00,20140620-0053993,No,0.12,"CITY OF GOODLETTSVILLE",26000.00,90500.00,116500.00,1984,3,2,0,"101  DORCHESTER CT"," GOODLETTSVILLE","101  DORCHESTER CT"," GOODLETTSVILLE"," TN"
2084,"026 06 0 057.00","ZERO LOT LINE","104  CHESHIRE CT, GOODLETTSVILLE",2013-04-09,112000.00,20130408-0034147,No,0.1,"CITY OF GOODLETTSVILLE",15000.00,77300.00,92300.00,1985,3,2,0,"104  CHESHIRE CT"," GOODLETTSVILLE","104  CHESHIRE CT"," GOODLETTSVILLE"," TN"
19827,"026 06 0 062.00","ZERO LOT LINE","114  CHESHIRE CT, GOODLETTSVILLE",2013-04-09,124500.00,20140822-0076767,No,0.08,"CITY OF GOODLETTSVILLE",15000.00,78200.00,93200.00,1985,3,2,0,"114  CHESHIRE CT"," GOODLETTSVILLE","114  CHESHIRE CT"," GOODLETTSVILLE"," TN"
26233,"026 06 0 069.00","ZERO LOT LINE","128  CHESHIRE CT, GOODLETTSVILLE",2013-04-09,112444.00,20150116-0004614,No,0.09,"CITY OF GOODLETTSVILLE",15000.00,78200.00,93200.00,1985,2,2,0,"128  CHESHIRE CT"," GOODLETTSVILLE","128  CHESHIRE CT"," GOODLETTSVILLE"," TN"
26234,"026 06 0 070.00","ZERO LOT LINE","130  CHESHIRE CT, GOODLETTSVILLE",2013-04-09,117000.00,20150130-0008913,No,0.07,"CITY OF GOODLETTSVILLE",15000.00,75100.00,90100.00,1985,3,1,1,"130  CHESHIRE CT"," GOODLETTSVILLE","130  CHESHIRE CT"," GOODLETTSVILLE"," TN"
46903,"026 06 0 080.00","SINGLE FAMILY","120  BUCKINGHAM CT, GOODLETTSVILLE",2013-04-09,207500.00,20160418-0036945,No,0.43,"CITY OF GOODLETTSVILLE",26000.00,160900.00,186900.00,1991,4,3,0,"120  BUCKINGHAM CT"," GOODLETTSVILLE","120  BUCKINGHAM CT"," GOODLETTSVILLE"," TN"
56061,"026 06 0 082.00","SINGLE FAMILY","124 BUCKINGHAM  CT, GOODLETTSVILLE",2013-04-09,189900.00,20161031-0114800,No,0.23,"CITY OF GOODLETTSVILLE",26000.00,111000.00,137000.00,1988,3,2,0,"124 BUCKINGHAM  CT"," GOODLETTSVILLE","124  BUCKINGHAM CT"," GOODLETTSVILLE"," TN"
15559,"026 06 0 086.00","SINGLE FAMILY","110  OXFORD CT, GOODLETTSVILLE",2013-04-09,165000.00,20140529-0046269,No,0.18,"CITY OF GOODLETTSVILLE",26000.00,124700.00,150700.00,1989,3,2,0,"110  OXFORD CT"," GOODLETTSVILLE","110  OXFORD CT"," GOODLETTSVILLE"," TN"
4534,"026 06 0 092.00","SINGLE FAMILY","122  OXFORD CT, GOODLETTSVILLE",2013-04-09,149900.00,20130605-0056814,No,0.21,"CITY OF GOODLETTSVILLE",26000.00,116700.00,142700.00,1992,3,2,0,"122  OXFORD CT"," GOODLETTSVILLE","122  OXFORD CT"," GOODLETTSVILLE"," TN"
25044,"026 06 0 096.00","SINGLE FAMILY","102  SHEFFIELD CT, GOODLETTSVILLE",2013-04-09,148000.00,20141223-0117311,No,0.17,"CITY OF GOODLETTSVILLE",26000.00,115000.00,141000.00,1992,3,2,1,"102  SHEFFIELD CT"," GOODLETTSVILLE","102  SHEFFIELD CT"," GOODLETTSVILLE"," TN"
46904,"026 06 0 102.00","SINGLE FAMILY","114  SHEFFIELD CT, GOODLETTSVILLE",2013-04-09,189900.00,20160428-0041600,No,0.18,"CITY OF GOODLETTSVILLE",26000.00,101200.00,127200.00,1988,3,2,0,"114  SHEFFIELD CT"," GOODLETTSVILLE","114  SHEFFIELD CT"," GOODLETTSVILLE"," TN"
34783,"026 06 0 105.00","SINGLE FAMILY","104  SWANTON CT, GOODLETTSVILLE",2013-04-09,155750.00,20150727-0073222,No,0.2,"CITY OF GOODLETTSVILLE",26000.00,99100.00,125100.00,1988,3,2,0,"104  SWANTON CT"," GOODLETTSVILLE","104  SWANTON CT"," GOODLETTSVILLE"," TN"
2085,"026 06 0 107.00","SINGLE FAMILY","108  SWANTON CT, GOODLETTSVILLE",2013-04-09,150000.00,20130502-0044195,No,0.24,"CITY OF GOODLETTSVILLE",26000.00,103200.00,129200.00,1989,3,2,0,"108  SWANTON CT"," GOODLETTSVILLE","108  SWANTON CT"," GOODLETTSVILLE"," TN"
29499,"026 06 0 108.00","SINGLE FAMILY","110  SWANTON CT, GOODLETTSVILLE",2013-04-09,155000.00,20150501-0039706,No,0.49,"CITY OF GOODLETTSVILLE",26000.00,108600.00,134600.00,1989,3,2,0,"110  SWANTON CT"," GOODLETTSVILLE","110  SWANTON CT"," GOODLETTSVILLE"," TN"
1215,"026 06 0 113.00","SINGLE FAMILY","507  HANOVER CT, GOODLETTSVILLE",2013-04-09,155000.00,20130401-0031009,No,0.39,"CITY OF GOODLETTSVILLE",26000.00,113900.00,139900.00,1990,3,2,0,"507  HANOVER CT"," GOODLETTSVILLE","507  HANOVER CT"," GOODLETTSVILLE"," TN"
26235,"026 07 0 005.00","ZERO LOT LINE","104  CHAMPNEY CT, GOODLETTSVILLE",2013-04-09,126000.00,20150130-0009087,No,0.11,"CITY OF GOODLETTSVILLE",15000.00,77900.00,92900.00,1985,3,1,1,"104  CHAMPNEY CT"," GOODLETTSVILLE","104  CHAMPNEY CT"," GOODLETTSVILLE"," TN"
18388,"026 07 0 012.00","ZERO LOT LINE","118  CHAMPNEY CT, GOODLETTSVILLE",2013-04-09,124900.00,20140801-0068896,No,0.07,"CITY OF GOODLETTSVILLE",15000.00,89000.00,104000.00,2003,3,2,0,"118  CHAMPNEY CT"," GOODLETTSVILLE","118  CHAMPNEY CT"," GOODLETTSVILLE"," TN"
54615,"026 07 0 015.00","ZERO LOT LINE","124 CHAMPNEY  CT, GOODLETTSVILLE",2013-04-09,132500.00,20160907-0094297,No,0.11,"CITY OF GOODLETTSVILLE",15000.00,78500.00,93500.00,1987,3,2,0,"124 CHAMPNEY  CT"," GOODLETTSVILLE","124  CHAMPNEY CT"," GOODLETTSVILLE"," TN"
53148,"026 07 0 021.00","ZERO LOT LINE","136 CHAMPNEY  CT, GOODLETTSVILLE",2013-04-09,133400.00,20160804-0081127,No,0.06,"CITY OF GOODLETTSVILLE",15000.00,80600.00,95600.00,1987,2,1,1,"136 CHAMPNEY  CT"," GOODLETTSVILLE","136  CHAMPNEY CT"," GOODLETTSVILLE"," TN"
38108,"026 07 0 033.00","SINGLE FAMILY","105  HARDWICK CT, GOODLETTSVILLE",2013-04-09,153000.00,20150921-0095860,No,0.13,"CITY OF GOODLETTSVILLE",26000.00,105100.00,131100.00,1985,3,2,0,"105  HARDWICK CT"," GOODLETTSVILLE","105  HARDWICK CT"," GOODLETTSVILLE"," TN"
29500,"026 07 0 042.00","SINGLE FAMILY","107  BUTTERFIELD CT, GOODLETTSVILLE",2013-04-09,162500.00,20150504-0039884,No,0.17,"CITY OF GOODLETTSVILLE",26000.00,99300.00,125300.00,1985,3,2,1,"107  BUTTERFIELD CT"," GOODLETTSVILLE","107  BUTTERFIELD CT"," GOODLETTSVILLE"," TN"
40684,"026 07 0 043.00","SINGLE FAMILY","109  BUTTERFIELD CT, GOODLETTSVILLE",2013-04-09,127500.00,20151112-0114858,No,0.16,"CITY OF GOODLETTSVILLE",26000.00,82100.00,108100.00,1985,3,2,0,"109  BUTTERFIELD CT"," GOODLETTSVILLE","109  BUTTERFIELD CT"," GOODLETTSVILLE"," TN"
1217,"026 07 0 048.00","SINGLE FAMILY","103  AINTREE CT, GOODLETTSVILLE",2013-04-09,123000.00,20130326-0029525,No,0.11,"CITY OF GOODLETTSVILLE",26000.00,110800.00,136800.00,1986,3,2,0,"103  AINTREE CT"," GOODLETTSVILLE","103  AINTREE CT"," GOODLETTSVILLE"," TN"
48752,"026 07 0 049.00","SINGLE FAMILY","105 AINTREE  CT, GOODLETTSVILLE",2013-04-09,154900.00,20160517-0049060,No,0.13,"CITY OF GOODLETTSVILLE",26000.00,98500.00,124500.00,1986,3,2,0,"105 AINTREE  CT"," GOODLETTSVILLE","105  AINTREE CT"," GOODLETTSVILLE"," TN"
26236,"026 07 0 059.00","SINGLE FAMILY","109  WELSHWOOD CT, GOODLETTSVILLE",2013-04-09,135000.00,20150114-0003989,No,0.11,"CITY OF GOODLETTSVILLE",26000.00,99500.00,125500.00,1986,3,2,1,"109  WELSHWOOD CT"," GOODLETTSVILLE","109  WELSHWOOD CT"," GOODLETTSVILLE"," TN"
3279,"026 07 0 064.00","SINGLE FAMILY","119  WELSHWOOD CT, GOODLETTSVILLE",2013-04-09,129900.00,20130603-0055353,No,0.16,"CITY OF GOODLETTSVILLE",26000.00,89700.00,115700.00,1986,3,2,0,"119  WELSHWOOD CT"," GOODLETTSVILLE","119  WELSHWOOD CT"," GOODLETTSVILLE"," TN"
3280,"026 07 0 065.00","SINGLE FAMILY","101  HEATHCOTE CT, GOODLETTSVILLE",2013-04-09,120000.00,20130605-0057025,No,0.18,"CITY OF GOODLETTSVILLE",26000.00,95000.00,121000.00,1986,3,2,0,"101  HEATHCOTE CT"," GOODLETTSVILLE","101  HEATHCOTE CT"," GOODLETTSVILLE"," TN"
15560,"026 07 0 067.00","SINGLE FAMILY","105  HEATHCOTE CT, GOODLETTSVILLE",2013-04-09,123900.00,20140522-0044220,No,0.13,"CITY OF GOODLETTSVILLE",26000.00,79800.00,105800.00,1986,2,2,0,"105  HEATHCOTE CT"," GOODLETTSVILLE","105  HEATHCOTE CT"," GOODLETTSVILLE"," TN"
33050,"026 07 0 074.00","SINGLE FAMILY","119  HEATHCOTE CT, GOODLETTSVILLE",2013-04-09,127000.00,20150630-0062974,No,0.19,"CITY OF GOODLETTSVILLE",26000.00,79200.00,105200.00,1986,2,2,0,"119  HEATHCOTE CT"," GOODLETTSVILLE","119  HEATHCOTE CT"," GOODLETTSVILLE"," TN"
50610,"026 07 0 075.00","SINGLE FAMILY","121 HEATHCOTE  CT, GOODLETTSVILLE",2013-04-09,179999.00,20160615-0060722,No,0.14,"CITY OF GOODLETTSVILLE",26000.00,117400.00,143400.00,1986,3,2,1,"121 HEATHCOTE  CT"," GOODLETTSVILLE","121  HEATHCOTE CT"," GOODLETTSVILLE"," TN"
25049,"026 07 0 093.00","SINGLE FAMILY","126  CORBRIDGE CT, GOODLETTSVILLE",2013-04-09,134900.00,20141204-0111336,No,0.15,"CITY OF GOODLETTSVILLE",26000.00,87700.00,113700.00,1986,3,2,0,"126  CORBRIDGE CT"," GOODLETTSVILLE","126  CORBRIDGE CT"," GOODLETTSVILLE"," TN"
25050,"026 07 0 095.00","SINGLE FAMILY","122  CORBRIDGE CT, GOODLETTSVILLE",2013-04-09,126650.00,20150102-0000032,No,0.16,"CITY OF GOODLETTSVILLE",26000.00,91400.00,117400.00,1986,3,2,0,"122  CORBRIDGE CT"," GOODLETTSVILLE","122  CORBRIDGE CT"," GOODLETTSVILLE"," TN"
15561,"026 07 0 096.00","SINGLE FAMILY","120  CORBRIDGE CT, GOODLETTSVILLE",2013-04-09,156500.00,20140516-0042311,No,0.15,"CITY OF GOODLETTSVILLE",26000.00,115000.00,141000.00,1986,3,2,0,"120  CORBRIDGE CT"," GOODLETTSVILLE","120  CORBRIDGE CT"," GOODLETTSVILLE"," TN"
15562,"026 07 0 097.00","SINGLE FAMILY","118  CORBRIDGE CT, GOODLETTSVILLE",2013-04-09,158000.00,20140506-0038541,No,0.25,"CITY OF GOODLETTSVILLE",26000.00,123700.00,149700.00,1986,3,2,0,"118  CORBRIDGE CT"," GOODLETTSVILLE","118  CORBRIDGE CT"," GOODLETTSVILLE"," TN"
54616,"026 07 0 100.00","SINGLE FAMILY","112 CORBRIDGE  CT, GOODLETTSVILLE",2013-04-09,175000.00,20160920-0098806,No,0.19,"CITY OF GOODLETTSVILLE",26000.00,97800.00,123800.00,1986,3,2,0,"112 CORBRIDGE  CT"," GOODLETTSVILLE","112  CORBRIDGE CT"," GOODLETTSVILLE"," TN"
45314,"026 07 0 106.00","SINGLE FAMILY","101  BRENTON CT, GOODLETTSVILLE",2013-04-09,130000.00,20160322-0027142,No,0.13,"CITY OF GOODLETTSVILLE",26000.00,102400.00,128400.00,1988,3,2,0,"101  BRENTON CT"," GOODLETTSVILLE","101  BRENTON CT"," GOODLETTSVILLE"," TN"
3281,"026 07 0 107.00","SINGLE FAMILY","103  BRENTON CT, GOODLETTSVILLE",2013-04-09,156000.00,20130607-0058072,No,0.13,"CITY OF GOODLETTSVILLE",26000.00,99300.00,125300.00,1987,3,2,1,"103  BRENTON CT"," GOODLETTSVILLE","103  BRENTON CT"," GOODLETTSVILLE"," TN"
4536,"026 07 0 111.00","SINGLE FAMILY","111  BRENTON CT, GOODLETTSVILLE",2013-04-09,127500.00,20130612-0059698,No,0.18,"CITY OF GOODLETTSVILLE",26000.00,95500.00,121500.00,1987,3,2,0,"111  BRENTON CT"," GOODLETTSVILLE","111  BRENTON CT"," GOODLETTSVILLE"," TN"
50611,"026 07 0 117.00","SINGLE FAMILY","105 SOUTHAMPTON  CT, GOODLETTSVILLE",2013-04-09,174900.00,20160616-0061119,No,0.15,"CITY OF GOODLETTSVILLE",26000.00,103500.00,129500.00,1987,3,2,1,"105 SOUTHAMPTON  CT"," GOODLETTSVILLE","105  SOUTHAMPTON CT"," GOODLETTSVILLE"," TN"
50612,"026 07 0 128.00","SINGLE FAMILY","109 CAMBRIDGE  CT, GOODLETTSVILLE",2013-04-09,195000.00,20160628-0066032,No,0.25,"CITY OF GOODLETTSVILLE",26000.00,110200.00,136200.00,1988,3,2,0,"109 CAMBRIDGE  CT"," GOODLETTSVILLE","109  CAMBRIDGE CT"," GOODLETTSVILLE"," TN"
43098,"026 07 0 134.00","SINGLE FAMILY","121  CAMBRIDGE CT, GOODLETTSVILLE",2013-04-09,145000.00,20160201-0009241,No,0.21,"CITY OF GOODLETTSVILLE",26000.00,122500.00,148500.00,1990,3,2,0,"121  CAMBRIDGE CT"," GOODLETTSVILLE","121  CAMBRIDGE CT"," GOODLETTSVILLE"," TN"
674,"026 07 0 141.00","SINGLE FAMILY","104  DOVER CT, GOODLETTSVILLE",2013-04-09,115000.00,20130221-0017353,No,0.19,"CITY OF GOODLETTSVILLE",26000.00,94500.00,120500.00,1987,3,2,0,"104  DOVER CT"," GOODLETTSVILLE","104  DOVER CT"," GOODLETTSVILLE"," TN"
34785,"026 07 0 150.00","SINGLE FAMILY","708  WINDSOR TRCE, GOODLETTSVILLE",2013-04-09,175000.00,20150805-0077716,No,0.19,"CITY OF GOODLETTSVILLE",26000.00,107800.00,133800.00,1987,3,2,1,"708  WINDSOR TRCE"," GOODLETTSVILLE","708  WINDSOR TRCE"," GOODLETTSVILLE"," TN"
33051,"026 07 0 160.00","SINGLE FAMILY","116  NEWCASTLE CT, GOODLETTSVILLE",2013-04-09,166000.00,20150629-0062036,No,0.16,"CITY OF GOODLETTSVILLE",26000.00,105500.00,131500.00,1987,3,2,1,"116  NEWCASTLE CT"," GOODLETTSVILLE","116  NEWCASTLE CT"," GOODLETTSVILLE"," TN"
46907,"026 07 0 164.00","SINGLE FAMILY","124  NEWCASTLE CT, GOODLETTSVILLE",2013-04-09,176000.00,20160413-0035156,No,0.21,"CITY OF GOODLETTSVILLE",26000.00,100500.00,126500.00,1987,3,2,1,"124  NEWCASTLE CT"," GOODLETTSVILLE","124  NEWCASTLE CT"," GOODLETTSVILLE"," TN"
12412,"026 07 0 165.00","SINGLE FAMILY","102  BUCKINGHAM CT, GOODLETTSVILLE",2013-04-09,152500.00,20140221-0014905,No,0.23,"CITY OF GOODLETTSVILLE",26000.00,138200.00,164200.00,1989,3,2,0,"102  BUCKINGHAM CT"," GOODLETTSVILLE","102  BUCKINGHAM CT"," GOODLETTSVILLE"," TN"
48753,"026 07 0 167.00","SINGLE FAMILY","106 BUCKINGHAM  CT, GOODLETTSVILLE",2013-04-09,229900.00,20160520-0050856,No,0.18,"CITY OF GOODLETTSVILLE",26000.00,162900.00,188900.00,1992,3,3,0,"106 BUCKINGHAM  CT"," GOODLETTSVILLE","106  BUCKINGHAM CT"," GOODLETTSVILLE"," TN"
33052,"026 07 0 175.00","SINGLE FAMILY","134  BUCKINGHAM CT, GOODLETTSVILLE",2013-04-09,168000.00,20150609-0054327,No,0.13,"CITY OF GOODLETTSVILLE",26000.00,112000.00,138000.00,1992,3,2,1,"134  BUCKINGHAM CT"," GOODLETTSVILLE","134  BUCKINGHAM CT"," GOODLETTSVILLE"," TN"
